,ZZEX_TREND_PERIOD1,ZZEX_TREND_PERIOD2,ZZEX_TREND_ENTITY,ZZEX_TREND_ID,ZZEX_TREND_RISK_ID,ZZEX_TREND_RISK_T_P1,ZZEX_TREND_RISK_T_P2,ZZEX_TREND_RISK_STATUS_P1,ZZEX_TREND_RISK_STATUS_P2,ZZEX_TREND_RISK_CHANGE_BY_P1,ZZEX_TREND_RISK_CHANGE_BY_P2,ZZEX_TREND_RISK_CHANGE_ON_P1,ZZEX_TREND_RISK_CHANGE_ON_P2,ZZEX_TREND_REP_CONTROL_ID_P1,ZZEX_TREND_REP_CONTROL_ID_P2,ZZEX_TREND_REFCRISK_P1,ZZEX_TREND_REFCRISK_P2,ZZEX_TREND_DISTRIB_METHOD_P1,ZZEX_TREND_DISTRIB_METHOD_P2,ZZEX_TREND_DISTRIB_T_METHOD_P1,ZZEX_TREND_DISTRIB_T_METHOD_P2,ZZEX_TREND_RISK_IS_LOCAL_P1,ZZEX_TREND_ORG_P1,ZZEX_TREND_ORG_P2,ZZEX_TREND_ORG_T_P1,ZZEX_TREND_ORG_T_P2,ZZEX_TREND_PARENT_OBJTYPE_P1,ZZEX_TREND_PARENT_OBJTYPE_P2,ZZEX_TREND_RISK_OWN_P1,ZZEX_TREND_RISK_OWN_P2,ZZEX_TREND_RISK_TYPE_P1,ZZEX_TREND_RISK_TYPE_P2,ZZEX_TREND_RISK_TYPE_T_P1,ZZEX_TREND_RISK_TYPE_T_P2,ZZEX_TREND_RISK_VALID_FROM_P1,ZZEX_TREND_RISK_VALID_FROM_P2,ZZEX_TREND_RISK_VALID_TO_P1,ZZEX_TREND_RISK_VALID_TO_P2,ZZEX_TREND_ANA_INH_IML_P1,ZZEX_TREND_ANA_INH_IML_P2,ZZEX_TREND_ANA_INH_IML_T_P1,ZZEX_TREND_ANA_INH_IML_T_P2,ZZEX_TREND_ANA_INH_IMS_P1,ZZEX_TREND_ANA_INH_IMS_P2,ZZEX_TREND_ANA_INH_PRB_P1,ZZEX_TREND_ANA_INH_PRB_P2,ZZEX_TREND_ANA_INH_PRL_P1,ZZEX_TREND_ANA_INH_PRL_P2,ZZEX_TREND_ANA_INH_PRL_T_P1,ZZEX_TREND_ANA_INH_PRL_T_P2,ZZEX_TREND_ANA_INH_PRS_P1,ZZEX_TREND_ANA_INH_PRS_P2,ZZEX_TREND_ANA_INH_RSL_P1,ZZEX_TREND_ANA_INH_RSL_P2,ZZEX_TREND_ANA_INH_RSL_T_P1,ZZEX_TREND_ANA_INH_RSL_T_P2,ZZEX_TREND_ANA_INH_RSS_P1,ZZEX_TREND_ANA_INH_RSS_P2,ZZEX_TREND_ANA_RSA_IML_P1,ZZEX_TREND_ANA_RSA_IML_P2,ZZEX_TREND_ANA_RSA_IML_T_P1,ZZEX_TREND_ANA_RSA_IML_T_P2,ZZEX_TREND_ANA_RSA_IMS_P1,ZZEX_TREND_ANA_RSA_IMS_P2,ZZEX_TREND_ANA_RSA_PRB_P1,ZZEX_TREND_ANA_RSA_PRB_P2,ZZEX_TREND_ANA_RSA_PRL_P1,ZZEX_TREND_ANA_RSA_PRL_P2,ZZEX_TREND_ANA_RSA_PRL_T_P1,ZZEX_TREND_ANA_RSA_PRL_T_P2,ZZEX_TREND_ANA_RSA_PRS_P1,ZZEX_TREND_ANA_RSA_PRS_P2,ZZEX_TREND_ANA_RSA_RSL_P1,ZZEX_TREND_ANA_RSA_RSL_P2,ZZEX_TREND_ANA_RSA_RSL_T_P1,ZZEX_TREND_ANA_RSA_RSL_T_P2,ZZEX_TREND_ANA_RSA_RSS_P1,ZZEX_TREND_ANA_RSA_RSS_P2,ZZEX_TREND_ANA_RSP_IML_P1,ZZEX_TREND_ANA_RSP_IML_P2,ZZEX_TREND_ANA_RSP_IML_T_P1,ZZEX_TREND_ANA_RSP_IML_T_P2,ZZEX_TREND_ANA_RSP_IMS_P1,ZZEX_TREND_ANA_RSP_IMS_P2,ZZEX_TREND_ANA_RSP_PRB_P1,ZZEX_TREND_ANA_RSP_PRB_P2,ZZEX_TREND_ANA_RSP_PRL_P1,ZZEX_TREND_ANA_RSP_PRL_P2,ZZEX_TREND_ANA_RSP_PRL_T_P1,ZZEX_TREND_ANA_RSP_PRL_T_P2,ZZEX_TREND_ANA_RSP_PRS_P1,ZZEX_TREND_ANA_RSP_PRS_P2,ZZEX_TREND_ANA_RSP_RSL_P1,ZZEX_TREND_ANA_RSP_RSL_P2,ZZEX_TREND_ANA_RSP_RSL_T_P1,ZZEX_TREND_ANA_RSP_RSL_T_P2,ZZEX_TREND_ANA_RSP_RSS_T_P1,ZZEX_TREND_ANA_RSP_RSS_T_P2,ZZEX_TREND_RISK_RISK_LEVEL_P1,ZZEX_TREND_RISK_RISK_LEVEL_P2,ZZEX_TREND_RISK_RISK_LEVEL_TP1,ZZEX_TREND_RISK_RISK_LEVEL_TP2,ODQ_CHANGEMODE,ODQ_ENTITYCNTR,LOAD_DATE
1640,1/01/2021,1/07/2021,RS,,50014159,Physical damage to property,Physical damage to property,Active,Active,20046082,20046082,8/07/2020,8/07/2020,,,50002020,50002020,X,X,Copy,Copy,X,50014158,50014158,,,ACTIVITY,ACTIVITY,20115248,20115248,0BOWTIE,0BOWTIE,Operational,,26/06/2020,26/06/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,54,54,3,3,Moderate,Moderate,45.75,45.75,72,72,72,72,Likely,Likely,0.72,0.72,H,H,High,High,32.94,32.94,3,3,Moderate,Moderate,45.75,45.75,71,71,71,71,Likely,,0.71,0.71,H,H,High,High,32.4825,32.4825,H,H,High,High,,0,59:03.4
1641,1/01/2021,1/07/2021,RS,,50014161,Vehicle accidents (on public roads),Vehicle accidents (on public roads),Active,Active,20046082,20046082,29/06/2020,29/06/2020,,,50002016,50002016,X,X,Copy,Copy,X,50014160,50014160,,,ACTIVITY,ACTIVITY,,,0BOWTIE,0BOWTIE,Operational,,29/06/2020,29/06/2020,31/12/9999,31/12/9999,4,4,Major,Major,80,80,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,72,72,4,4,Major,Major,80,80,80.5,80.5,80,80,Likely,Likely,0.805,0.805,VH,VH,Very High,Very High,64.4,64.4,4,4,Major,Major,80,80,23.5,23.5,23,23,Unlikely,,0.235,0.235,H,H,High,High,18.8,18.8,VH,VH,Very High,Very High,,0,59:03.4
1642,1/01/2021,1/07/2021,RS,,50014163,Assault,Assault,Active,Active,20046082,20046082,29/06/2020,29/06/2020,,,50004692,50004692,X,X,Copy,Copy,X,50014162,50014162,,,ACTIVITY,ACTIVITY,20115248,20115248,0BOWTIE,0BOWTIE,Operational,,29/06/2020,29/06/2020,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,80,80,5,5,Catastrophic,Catastrophic,100,100,39.5,39.5,39,39,Possible,Possible,0.395,0.395,VH,VH,Very High,Very High,39.5,39.5,5,5,Catastrophic,Catastrophic,100,100,32.5,32.5,32,32,Unlikely,,0.325,0.325,VH,VH,Very High,Very High,32.5,32.5,VH,VH,Very High,Very High,,0,59:03.4
1643,1/01/2021,1/07/2021,RS,,50014165,Unauthorised access,Unauthorised access,Active,Active,20046082,20046082,30/06/2020,30/06/2020,,,50002019,50002019,X,X,Copy,Copy,X,50014164,50014164,,,ACTIVITY,ACTIVITY,,,0BOWTIE,0BOWTIE,Operational,,29/06/2020,29/06/2020,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,75,75,75,75,Likely,Likely,0.75,0.75,VH,VH,Very High,Very High,75,75,5,5,Catastrophic,Catastrophic,100,100,24,24,24,24,Unlikely,Unlikely,0.24,0.24,VH,VH,Very High,Very High,24,24,5,5,Catastrophic,Catastrophic,100,100,8.5,8.5,8,8,Rare,,0.085,0.085,VH,VH,Very High,Very High,8.5,8.5,VH,VH,Very High,Very High,,0,59:03.4
1644,1/01/2021,1/07/2021,RS,,50014166,Theft of property,Theft of property,Active,Active,20046082,20046082,30/06/2020,30/06/2020,,,50002022,50002022,X,X,Copy,Copy,X,50014158,50014158,,,ACTIVITY,ACTIVITY,20115248,20115248,0BOWTIE,0BOWTIE,Operational,,30/06/2020,30/06/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,45,45,3,3,Moderate,Moderate,50,50,50.75,50.75,50,50,Possible,Possible,0.5075,0.5075,H,H,High,High,25.375,25.375,3,3,Moderate,Moderate,50,50,47.25,47.25,47,47,Possible,,0.4725,0.4725,H,H,High,High,23.625,23.625,H,H,High,High,,0,59:03.4
1645,1/01/2021,1/07/2021,RS,,50014169,"Hostage, Kidnap or ransom situation","Hostage, Kidnap or ransom situation",Active,Active,20046082,20046082,30/06/2020,30/06/2020,,,50014167,50014167,X,X,Copy,Copy,X,50014168,50014168,,,ACTIVITY,ACTIVITY,20115248,20115248,0BOWTIE,0BOWTIE,Operational,,30/06/2020,30/06/2020,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,55,55,55,55,Possible,Possible,0.55,0.55,VH,VH,Very High,Very High,55,55,5,5,Catastrophic,Catastrophic,100,100,21,21,21,21,Unlikely,Unlikely,0.21,0.21,VH,VH,Very High,Very High,21,21,5,5,Catastrophic,Catastrophic,100,100,7.5,7.5,7,7,Rare,,0.075,0.075,VH,VH,Very High,Very High,7.5,7.5,VH,VH,Very High,Very High,,0,59:03.4
1646,1/01/2021,1/07/2021,RS,,50014172,Data theft,Data theft,Active,Active,20046082,20046082,30/06/2020,30/06/2020,,,50002452,50002452,X,X,Copy,Copy,X,50014171,50014171,,,ACTIVITY,ACTIVITY,20096773,20096773,0BOWTIE,0BOWTIE,Operational,,30/06/2020,30/06/2020,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,95,95,95,95,95,95,Almost Certain,Almost Certain,0.95,0.95,VH,VH,Very High,Very High,90.25,90.25,5,5,Catastrophic,Catastrophic,95,95,42.75,42.75,42,42,Possible,Possible,0.4275,0.4275,VH,VH,Very High,Very High,40.6125,40.6125,5,5,Catastrophic,Catastrophic,95,95,14.5,14.5,14,14,Unlikely,,0.145,0.145,VH,VH,Very High,Very High,13.775,13.775,VH,VH,Very High,Very High,,0,59:03.4
1647,1/01/2021,1/07/2021,RS,,50014173,Delayed appointment of Contractor,,Active,,20032142,,16/05/2021,0000-00-00,,,50000758,0,X,,Copy,,X,50012981,0,,,ORGUNIT,,20107528,,0BOWTIE,,,,1/07/2020,0000-00-00,16/05/2021,0000-00-00,3,0,Moderate,,60,0,70,0,70,0,Likely,,0.7,0,H,,High,,42,0,3,0,Moderate,,60,0,55,0,55,0,Possible,,0.55,0,H,,High,,33,0,3,0,Moderate,,60,0,40,0,40,0,,,0.4,0,H,,High,,24,0,H,,High,,,0,59:03.4
1648,1/01/2021,1/07/2021,RS,,50014175,Diff finding experienced Contractors,,Draft,,20032142,,29/01/2021,0000-00-00,,,50000758,0,X,,Copy,,X,50014140,0,,,ORGUNIT,,20057345,,0BOWTIE,,,,2/07/2020,0000-00-00,28/01/2021,0000-00-00,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1649,1/01/2021,1/07/2021,RS,,50014176,Protracted startup & construction-COV-19,,Draft,,20032142,,29/01/2021,0000-00-00,,,50000758,0,X,,Copy,,X,50014140,0,,,ORGUNIT,,20057345,,0BOWTIE,,,,2/07/2020,0000-00-00,28/01/2021,0000-00-00,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1650,1/01/2021,1/07/2021,RS,,50014177,Community dissatisfaction and uprising,,Draft,,20032142,,29/01/2021,0000-00-00,,,50000758,0,X,,Copy,,X,50014140,0,,,ORGUNIT,,20057345,,0BOWTIE,,,,2/07/2020,0000-00-00,28/01/2021,0000-00-00,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1651,1/01/2021,1/07/2021,RS,,50014178,"Insufficient funds to execute Project,",,Draft,,20032142,,29/01/2021,0000-00-00,,,50000758,0,X,,Copy,,X,50014140,0,,,ORGUNIT,,20057345,,0BOWTIE,,,,2/07/2020,0000-00-00,28/01/2021,0000-00-00,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1652,1/01/2021,1/07/2021,RS,,50014179,Increased Community pressure,,Draft,,20032142,,29/01/2021,0000-00-00,,,50000758,0,X,,Copy,,X,50014140,0,,,ORGUNIT,,20057345,,0BOWTIE,,,,2/07/2020,0000-00-00,28/01/2021,0000-00-00,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1653,1/01/2021,1/07/2021,RS,,50014180,Additional and/or changes to Proj scope,,Draft,,20032142,,29/01/2021,0000-00-00,,,50000758,0,X,,Copy,,X,50014140,0,,,ORGUNIT,,20057345,,0BOWTIE,,,,2/07/2020,0000-00-00,28/01/2021,0000-00-00,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1654,1/01/2021,1/07/2021,RS,,50014181,Outdated Equipment Procured,,Draft,,20032142,,29/01/2021,0000-00-00,,,50000758,0,X,,Copy,,X,50014140,0,,,ORGUNIT,,20057345,,0BOWTIE,,,,2/07/2020,0000-00-00,28/01/2021,0000-00-00,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
1655,1/01/2021,1/07/2021,RS,,50014184,Strikes (industrial action),,Active,,20032142,,16/05/2021,0000-00-00,,,50000758,0,X,,Copy,,X,50012981,0,,,ORGUNIT,,20107528,,0BOWTIE,,,,2/07/2020,0000-00-00,16/05/2021,0000-00-00,3,0,Moderate,,60,0,60,0,60,0,Possible,,0.6,0,H,,High,,36,0,3,0,Moderate,,60,0,60,0,60,0,Possible,,0.6,0,H,,High,,36,0,3,0,Moderate,,51.5,0,15.75,0,15,0,,,0.1575,0,M,,Medium,,8.11125,0,H,,High,,,0,59:03.4
1656,1/01/2021,1/07/2021,RS,,50014185,COVID-19 outbreak on-site,Slow & protracted construction (COV-19),Active,Active,20113407,20113407,4/05/2021,4/05/2021,,,50000758,50000758,X,X,Copy,Copy,X,50012981,50012981,,,ORGUNIT,ORGUNIT,20107528,20098348,0BOWTIE,0BOWTIE,Operational,,2/07/2020,2/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,40,40,40,40,40,40,Possible,Possible,0.4,0.4,H,H,High,High,16,16,3,3,Moderate,Moderate,40,40,40,32.5,40,32,Possible,Unlikely,0.4,0.325,H,M,High,Medium,16,13,3,3,Moderate,Moderate,40,40,32.5,32.5,32,32,Unlikely,,0.325,0.325,M,M,Medium,Medium,13,13,H,M,High,Medium,,0,59:03.4
1657,1/01/2021,1/07/2021,RS,,50014197,Delayed Project start,Delayed Project start,Active,Active,20032142,20032142,17/08/2020,17/08/2020,,,50000758,50000758,X,X,Copy,Copy,X,50014134,50014134,,,ORGUNIT,ORGUNIT,20098348,20098348,0BOWTIE,0BOWTIE,Operational,,2/07/2020,2/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,36,36,3,3,Moderate,Moderate,60,60,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,36,36,3,3,Moderate,Moderate,60,60,37.5,37.5,37,37,Possible,,0.375,0.375,H,H,High,High,22.5,22.5,H,H,High,High,,0,59:03.4
1658,1/01/2021,1/07/2021,RS,,50014198,Regress of lockdown levels,Work restrictions implemented,Active,Active,20099125,20099125,28/04/2021,28/04/2021,,,0,0,,,None,None,X,50008703,50008703,,,ORGUNIT,ORGUNIT,1912511,20011491,0BOWTIE,0BOWTIE,Operational,,3/07/2020,3/07/2020,31/12/9999,31/12/9999,4,4,Major,Major,70,70,70,70,70,70,Likely,Likely,0.7,0.7,VH,VH,Very High,Very High,49,49,3,3,Moderate,Moderate,52.5,52.5,39.05,39.05,39,39,Possible,Possible,0.3905,0.3905,H,H,High,High,20.50125,20.50125,3,3,Moderate,Moderate,40,40,21,21,21,21,Unlikely,,0.21,0.21,M,M,Medium,Medium,8.4,8.4,H,H,High,High,,0,59:03.4
1659,1/01/2021,1/07/2021,RS,,50014207,COVID-19 reducing contractor manpower,,Active,,20113407,,19/04/2021,0000-00-00,,,50000758,0,X,,Copy,,X,50012981,0,,,ORGUNIT,,20107528,,0BOWTIE,,,,7/07/2020,0000-00-00,18/04/2021,0000-00-00,3,0,Moderate,,40,0,40,0,40,0,Possible,,0.4,0,H,,High,,16,0,3,0,Moderate,,40,0,40,0,40,0,Possible,,0.4,0,H,,High,,16,0,3,0,Moderate,,40,0,21.25,0,21,0,,,0.2125,0,M,,Medium,,8.5,0,H,,High,,,0,59:03.4
1660,1/01/2021,1/07/2021,RS,,50014210,SIMS  project implementation delays.,SIMS  project implementation delays.,Active,Active,20028613,20028613,30/06/2021,30/06/2021,,,50000758,50000758,X,X,Copy,Copy,X,50010087,50010087,,,ORGUNIT,ORGUNIT,20080670,20080670,0BOWTIE,0BOWTIE,Operational,,8/07/2020,8/07/2020,31/12/9999,31/12/9999,4,4,Major,Major,75,75,75,75,75,75,Likely,Likely,0.75,0.75,VH,VH,Very High,Very High,56.25,56.25,4,4,Major,Major,75,75,53,45,53,45,Possible,Possible,0.53,0.45,VH,VH,Very High,Very High,39.75,33.75,4,4,Major,Major,75,75,41,41,41,41,Possible,,0.41,0.41,VH,VH,Very High,Very High,30.75,30.75,VH,VH,Very High,Very High,,0,59:03.4
1661,1/01/2021,1/07/2021,RS,,50014211,Uncertainty on the wash bay revised SPI,Uncertainty on the wash bay revised SPI,Active,Active,20028613,20028613,30/06/2021,30/06/2021,,,0,0,,,None,None,X,50011894,50011894,,,ORGUNIT,ORGUNIT,20099826,84092958,0BOWTIE,0BOWTIE,Operational,,8/07/2020,8/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,50,55,50,55,Possible,Possible,0.5,0.55,H,H,High,High,25,27.5,3,3,Moderate,Moderate,50,50,50,55,50,55,Possible,Possible,0.5,0.55,H,H,High,High,25,27.5,3,3,Moderate,Moderate,50,50,11.75,16.75,11,16,Unlikely,,0.1175,0.1675,M,M,Medium,Medium,5.875,8.375,H,H,High,High,,0,59:03.4
1662,1/01/2021,1/07/2021,RS,,50014215,Technology not fit for purpose,Technology not fit for purpose,Active,Active,20101667,20101667,14/06/2021,14/06/2021,,,50003066,50003066,X,X,Copy,Copy,X,50014214,50014214,,,ORGUNIT,ORGUNIT,20101667,20101667,0BOWTIE,0BOWTIE,Operational,,16/07/2020,16/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,80,70,80,70,Likely,Likely,0.8,0.7,H,H,High,High,40,35,3,3,Moderate,Moderate,50,50,58,40,58,40,Possible,Possible,0.58,0.4,H,H,High,High,29,20,3,3,Moderate,Moderate,50,50,48,38,48,38,Possible,,0.48,0.38,H,H,High,High,24,19,H,H,High,High,,0,59:03.4
1663,1/01/2021,1/07/2021,RS,,50014216,Project cost overruns (simulator),Project cost overruns (simulator),Active,Active,20101667,20101667,22/01/2021,22/01/2021,,,50000778,50000778,X,X,Copy,Copy,X,50014214,50014214,,,ORGUNIT,ORGUNIT,20101667,20101667,0BOWTIE,0BOWTIE,Operational,,16/07/2020,16/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,85,85,85,85,Almost Certain,Almost Certain,0.85,0.85,VH,VH,Very High,Very High,51,51,3,2,Moderate,Minor,60,17.5,85,85,85,85,Almost Certain,Almost Certain,0.85,0.85,VH,H,Very High,High,51,14.875,3,2,Moderate,Minor,60,15,85,85,85,85,Almost Certain,,0.85,0.85,VH,H,Very High,High,51,12.75,VH,H,Very High,High,,0,59:03.4
1664,1/01/2021,1/07/2021,RS,,50014217,Readiness of BU's to take over projects,Readiness of BU's to take over projects,Active,Active,20101667,20101667,14/06/2021,14/06/2021,,,50012922,50012922,X,X,Copy,Copy,X,50014214,50014214,,,ORGUNIT,ORGUNIT,20101667,20101667,0BOWTIE,0BOWTIE,Operational,,16/07/2020,16/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,70,60,70,60,Likely,Possible,0.7,0.6,H,H,High,High,42,36,3,3,Moderate,Moderate,60,42,57,24,57,24,Possible,Unlikely,0.57,0.24,H,M,High,Medium,34.2,10.08,2,2,Minor,Minor,28,28,39,0,39,1,Rare,,0.39,0,M,L,Medium,Low,10.92,0,H,M,High,Medium,,0,59:03.4
1665,1/01/2021,1/07/2021,RS,,50014218,Slow adoption of technology,Slow adoption of technology,Active,Active,20101667,20101667,14/06/2021,14/06/2021,,,50012046,50012046,X,X,Copy,Copy,X,50014214,50014214,,,ORGUNIT,ORGUNIT,20101667,20101667,0BOWTIE,0BOWTIE,Operational,,16/07/2020,16/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,55,55,85,85,85,85,Almost Certain,Almost Certain,0.85,0.85,VH,VH,Very High,Very High,46.75,46.75,3,3,Moderate,Moderate,55,55,59,59,59,59,Possible,Possible,0.59,0.59,H,H,High,High,32.45,32.45,3,3,Moderate,Moderate,55,55,32.75,47,32,47,Possible,,0.3275,0.47,M,H,Medium,High,18.0125,25.85,H,H,High,High,,0,59:03.4
1666,1/01/2021,1/07/2021,RS,,50014221,Rapid spread of virus,Rapid spread of virus,Active,Active,20046082,20046082,22/04/2021,22/04/2021,,,50014010,50014010,X,X,Copy,Copy,X,50007513,50007513,,,ORGUNIT,ORGUNIT,891722,891722,0BOWTIE,0BOWTIE,Operational,,17/07/2020,17/07/2020,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,90,99,95,99,95,Almost Certain,Almost Certain,0.99,0.95,VH,VH,Very High,Very High,89.1,85.5,5,5,Catastrophic,Catastrophic,90,90,62,62.5,62,62,Likely,Likely,0.62,0.625,VH,VH,Very High,Very High,55.8,56.25,5,5,Catastrophic,Catastrophic,90,90,51.5,53.2,51,53,Possible,,0.515,0.532,VH,VH,Very High,Very High,46.35,47.88,VH,VH,Very High,Very High,,0,59:03.4
1667,1/01/2021,1/07/2021,RS,,50014222,Boxcut (Material) affecting Tunnel,RET Boxcut and Tunnel (Blasting Permit),Active,Active,20094291,20094291,28/02/2021,28/02/2021,,,0,0,,,None,None,X,50008557,50008557,,,ORGUNIT,ORGUNIT,20013293,20013293,0BOWTIE,0BOWTIE,Operational,,20/07/2020,20/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,61,61,61,61,Likely,Likely,0.61,0.61,H,H,High,High,36.6,36.6,3,3,Moderate,Moderate,60,60,59.3,0,59,1,Possible,Rare,0.593,0,H,M,High,Medium,35.58,0,3,3,Moderate,Moderate,60,60,29,0,29,1,Rare,,0.29,0,M,M,Medium,Medium,17.4,0,H,M,High,Medium,,0,59:03.4
1668,1/01/2021,1/07/2021,RS,,50014223,RET No approval from the DMR (Wayleave),RET No approval from the DMR (Wayleave),Active,Active,20094291,20094291,26/10/2020,26/10/2020,,,0,0,,,None,None,X,50006708,50006708,,,ORGUNIT,ORGUNIT,20116567,20116567,0BOWTIE,0BOWTIE,Operational,,22/07/2020,22/07/2020,31/12/9999,31/12/9999,4,4,Major,Major,80,80,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,64,64,4,4,Major,Major,80,80,0,0,1,1,Rare,Rare,0,0,H,H,High,High,0,0,4,4,Major,Major,80,80,0,0,1,1,Rare,,0,0,H,H,High,High,0,0,H,H,High,High,,0,59:03.4
1669,1/01/2021,1/07/2021,RS,,50014224,RET Non approval of Transnet Wayleave,RET Non approval of Transnet Wayleave,Active,Active,20094291,20094291,26/10/2020,26/10/2020,,,0,0,,,None,None,X,50006708,50006708,,,ORGUNIT,ORGUNIT,20105688,20105688,0BOWTIE,0BOWTIE,Operational,,22/07/2020,22/07/2020,31/12/9999,31/12/9999,4,4,Major,Major,79,79,79,79,79,79,Likely,Likely,0.79,0.79,VH,VH,Very High,Very High,62.41,62.41,4,4,Major,Major,79,79,0,0,1,1,Rare,Rare,0,0,H,H,High,High,0,0,4,4,Major,Major,79,79,0,0,1,1,Rare,,0,0,H,H,High,High,0,0,H,H,High,High,,0,59:03.4
1670,1/01/2021,1/07/2021,RS,,50014225,Project deliverables review and approval,RET Project deliverables review approval,Active,Active,20094291,20094291,7/05/2021,7/05/2021,,,0,0,,,None,None,X,50006708,50006708,,,ORGUNIT,ORGUNIT,20109500,20109500,0BOWTIE,0BOWTIE,Operational,,22/07/2020,22/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,36,36,3,3,Moderate,Moderate,60,60,33.65,0,33,1,Unlikely,Rare,0.3365,0,M,M,Medium,Medium,20.19,0,3,3,Moderate,Moderate,60,60,29,0,29,1,Rare,,0.29,0,M,M,Medium,Medium,17.4,0,M,M,Medium,Medium,,0,59:03.4
1671,1/01/2021,1/07/2021,RS,,50014226,Designs completion for Mine 3 and Mine 2,RET Designs completion for Mine 3 Mine 2,Active,Active,20094291,20094291,29/01/2021,29/01/2021,,,0,0,,,None,None,X,50006735,50006735,,,ORGUNIT,ORGUNIT,20105688,65168,0BOWTIE,0BOWTIE,Operational,,23/07/2020,23/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,45,45,45,45,Possible,Possible,0.45,0.45,H,H,High,High,27,27,3,3,Moderate,Moderate,60,60,21,0,21,1,Unlikely,Rare,0.21,0,M,M,Medium,Medium,12.6,0,3,3,Moderate,Moderate,60,60,15,0,15,1,Rare,,0.15,0,M,M,Medium,Medium,9,0,M,M,Medium,Medium,,0,59:03.4
1672,1/01/2021,1/07/2021,RS,,50014227,Review and approvals of deliverables,RET Review and approvals of deliverables,Active,Active,20094291,20094291,28/02/2021,28/02/2021,,,0,0,,,None,None,X,50006735,50006735,,,ORGUNIT,ORGUNIT,20105688,65168,0BOWTIE,0BOWTIE,Operational,,23/07/2020,23/07/2020,31/12/9999,31/12/9999,3,3,Moderate,Moderate,40,40,55,55,55,55,Possible,Possible,0.55,0.55,H,H,High,High,22,22,3,3,Moderate,Moderate,40,40,42.25,0,42,1,Possible,Rare,0.4225,0,H,M,High,Medium,16.9,0,3,3,Moderate,Moderate,40,40,40,0,40,1,Rare,,0.4,0,H,M,High,Medium,16,0,H,M,High,Medium,,0,59:03.4
